id,english_word,word_class,level,verb_transitivity,target_translation,transliteration
5399,extension (physical addition or space),noun,b2,nan,വിപുലീകരണം / കൂട്ടിച്ചേർക്കൽ / അനുബന്ധം,vipulīkaraṇaṁ / kūṭṭiccērkkal / anubandhaṁ
5400,"extensive (thorough, widespread prevalence)",adjective,b2,nan,വ്യാപകമായ / വിപുലമായ / വിശാലമായ,vyāpakamāya / vipulamāya / viśālamāya
5401,extensively,adverb,b2,nan,വ്യാപകമായി / വിപുലമായി / വിശാലമായി,vyāpakamāyi / vipulamāyi / viśālamāyi
5402,extent (degree),noun,b2,nan,അളവ് / പരിധി / തോത്,aḷav / paridhi / tōt
5403,"extent (scope, area)",noun,b2,nan,വ്യാപ്തി / വിസ്തൃതി / പരിധി,vyāpti / vistr̥ti / paridhi
5404,"external (official, affairs)",adjective,b2,nan,ബാഹ്യമായ / പുറമെയുള്ള,bāhyamāya / puṟameyuḷḷa
5405,extract (concentrated essence),noun,b2,nan,സത്ത് / സാരം,satt / sāraṁ
5406,extract (excerpt),noun,b2,nan,ഉദ്ധരണി / ഭാഗം,uddharaṇi / bhāgaṁ
5407,extraordinary (unusual or non-routine),adjective,b2,nan,അസാധാരണമായ / അപൂർവ്വമായ / വിശേഷപ്പെട്ട,asādhāraṇamāya / apūrvvamāya / viśēṣappeṭṭa
5408,extremes (excessive actions),noun,b2,nan,അതിരുകൾ / തീവ്രതകൾ,atirukaḷ / tīvratakaḷ
5409,fabric (structure),noun,b2,nan,ഘടന / രൂപം,ghaṭana / rūpaṁ
5410,fabulous (mythical),adjective,b2,nan,ഐതിഹ്യപരമായ / പുരാണപരമായ,aitihyaparamāya / purāṇaparamāya
5411,fabulous (wonderful),adjective,b2,nan,അതിശയകരമായ / ഗംഭീരമായ / മനോഹരമായ,atiśayakaramāya / gaṁbhīramāya / manōharamāya
5412,facility (building or amenity),noun,b2,nan,സൗകര്യം / സ്ഥാപനം / കെട്ടിടം,saukaryaṁ / sthāpanaṁ / keṭṭiṭaṁ
5413,facility (ease or aptitude),noun,b2,nan,എളുപ്പം / പാടവം / സാമർത്ഥ്യം,eḷuppaṁ / pāṭavaṁ / sāmartthyaṁ
5414,"failed (collapsed state, policy)",adjective,b2,nan,പരാജയപ്പെട്ട / തകർന്ന,parājayappeṭṭa / takarnna
5415,"failed (non-functional, broken)",adjective,b2,nan,പ്രവർത്തനരഹിതമായ / കേടായ / തകരാറിലായ,pravarttanarahitamāya / kēṭāya / takarāṟilāya
5416,failure (lack of success),noun,b2,nan,പരാജയം / തോൽവി,parājayaṁ / tōlvi
5417,"failure (malfunction, breakdown)",noun,b2,nan,തകരാർ / കേടുപാട് / പ്രവർത്തനരഹിതാവസ്ഥ,takarār / kēṭupāṭ / pravarttanarahitāvastha
5418,faith (religious tradition),noun,b2,nan,വിശ്വാസം / മതം,viśvāsaṁ / mataṁ
5419,fake (counterfeit),adjective,b2,nan,വ്യാജമായ / കള്ള / കൃത്രിമമായ,vyājamāya / kaḷḷa / kr̥trimamāya
5420,fake (insincere),adjective,b2,nan,കപടമായ / വ്യാജമായ,kapaṭamāya / vyājamāya
5421,fame,noun,b2,nan,പ്രശസ്തി / കീർത്തി / പേര്,praśasti / kīrtti / pēr
5422,fantasy (genre),noun,b2,nan,ഫാന്റസി / കല്പനാകഥ,phānṟasi / kalpanākatha
5423,fare (cost of journey),noun,b2,nan,യാത്രാക്കൂലി / കൂലി / ചാർജ്ജ്,yātrākkūli / kūli / cārjj
5424,"fare (food, cuisine)",noun,b2,nan,ഭക്ഷണം / വിഭവം / ആഹാരം,bhakṣaṇaṁ / vibhavaṁ / āhāraṁ
5425,fault (blame),noun,b2,nan,കുറ്റം / തെറ്റ് / പിഴവ് / കുഴപ്പം,kuṟṟaṁ / teṟṟ / piḻav / kuḻappaṁ
5426,fault (defect),noun,b2,nan,തകരാറ് / കുറവ് / ന്യൂനത / വൈകല്യം,takarāṟ / kuṟav / nyūnata / vaikalyaṁ
5427,fault (geological),noun,b2,nan,ഭ്രംശം / വിള്ളൽ,bhraṁśaṁ / viḷḷal
5428,feather,noun,b2,nan,തൂവൽ / പക്ഷിത്തൂവൽ,tūval / pakṣittūval
5429,federal,adjective,b2,nan,ഫെഡറൽ / സംയുക്ത,pheḍaṟal / saṁyukta
5430,fee,noun,b2,nan,ഫീസ് / പ്രതിഫലം / നിരക്ക്,phīs / pratiphalaṁ / nirakk
5431,feed (animal food),noun,b2,nan,തീറ്റ / കാലിത്തീറ്റ,tīṟṟa / kālittīṟṟa
5432,feed (digital stream),noun,b2,nan,ഫീഡ് / വാർത്താപ്രവാഹം / വിവരപ്രവാഹം,phīḍ / vārttāpravāhaṁ / vivarapravāhaṁ
5433,"feedback (evaluation, review)",noun,b2,nan,ഫീഡ്ബാക്ക് / പ്രതികരണം / അഭിപ്രായം,phīḍbākk / pratikaraṇaṁ / abhiprāyaṁ
5434,"feel (aptitude, instinct)",noun,b2,nan,ഉൾബോധം / സഹജവാസന / കഴിവ്,uḷbōdhaṁ / sahajavāsana / kaḻiv
5435,"feel (texture, quality)",noun,b2,nan,സ്പർശം / ഘടന,sparśaṁ / ghaṭana
5436,fellow,adjective,b2,nan,സഹ- / കൂട്ടായ / ഒപ്പമുള്ള,saha- / kūṭṭāya / oppamuḷḷa
5437,"fever (intense excitement, craze)",noun,b2,nan,ആവേശം / ഭ്രാന്ത് / ഉന്മാദം,āvēśaṁ / bhrānt / unmādaṁ
5438,finance,noun,b2,nan,ധനകാര്യം / സാമ്പത്തികം,dhanakāryaṁ / sāmpattikaṁ
5439,finding (act of discovery),noun,b2,nan,കണ്ടെത്തൽ / കണ്ടുപിടിത്തം,kaṇṭettal / kaṇṭupiṭittaṁ
5440,"finding (conclusion, result)",noun,b2,nan,കണ്ടെത്തൽ / നിഗമനം / ഫലം,kaṇṭettal / nigamanaṁ / phalaṁ
5441,firefighter,noun,b2,nan,അഗ്നിശമനസേനാംഗം / ഫയർഫോഴ്സ് ഉദ്യോഗസ്ഥൻ,agniśamanasēnāṁgaṁ / phayarphōḻs udyōgasthan
5442,firework,noun,b2,nan,പടക്കം / വെടിക്കെട്ട് / കരിമരുന്ന്,paṭakkaṁ / veṭikkeṭṭ / karimarunn
5443,firm (adjective - determined),noun,b2,nan,ദൃഢമായ / ഉറച്ച / നിശ്ചയദാർഢ്യമുള്ള,dr̥ḍhamāya / uṟacca / niścayadārḍhyamuḷḷa
5444,firm (adjective - solid),noun,b2,nan,ഉറപ്പുള്ള / കട്ടിയുള്ള / ദൃഢമായ,uṟappuḷḷa / kaṭṭiyuḷḷa / dr̥ḍhamāya
5445,firm (physical; solid),adjective,b2,nan,ഉറപ്പുള്ള / കട്ടിയുള്ള / ദൃഢമായ,uṟappuḷḷa / kaṭṭiyuḷḷa / dr̥ḍhamāya
5446,firm (resolute; definite),adjective,b2,nan,ദൃഢമായ / ഉറച്ച / നിശ്ചയദാർഢ്യമുള്ള,dr̥ḍhamāya / uṟacca / niścayadārḍhyamuḷḷa
5447,firmly (securely held),adverb,b2,nan,ഉറപ്പിച്ചു / ദൃഢമായി / ഭദ്രമായി,uṟappiccu / dr̥ḍhamāyi / bhadramāyi
5448,firmly (with resolve),adverb,b2,nan,ദൃഢമായി / നിശ്ചയദാർഢ്യത്തോടെ,dr̥ḍhamāyi / niścayadārḍhyattōṭe
5449,fix (necessary dose),noun,b2,nan,ഡോസ് / മരുന്ന്,ḍōs / marunn
5450,fix (predicament),noun,b2,nan,കുഴപ്പം / വിഷമം / പ്രതിസന്ധി,kuḻappaṁ / viṣamaṁ / pratisandhi
5451,flame (online abuse),noun,b2,nan,സൈബർ ആക്രമണം / അധിക്ഷേപം / ശകാരം,saibar ākramaṇaṁ / adhikṣēpaṁ / śakāraṁ
5452,flash (sudden brief occurrence),noun,b2,nan,മിന്നൽ / പെട്ടെന്നുള്ള കാഴ്ച / ക്ഷണികമായ ദൃശ്യം,minnal / peṭṭennuḷḷa kāḻca / kṣaṇikamāya dr̥śyaṁ
5453,flavour (distinctive quality or character),noun,b2,nan,തനിമ / പ്രത്യേകത / സ്വഭാവം,tanima / pratyēkata / svabhāvaṁ
5454,"flexible (adaptable, changeable)",adjective,b2,nan,വഴക്കമുള്ള / അനുരൂപമായ / മാറ്റങ്ങൾ ഉൾക്കൊള്ളുന്ന,vaḻakkamuḷḷa / anurūpamāya / māṟṟaṅṅaḷ uḷkkoḷḷunna
5455,flexible (physically bendable),adjective,b2,nan,വളയ്ക്കാവുന്ന / വഴക്കമുള്ള / അയവുള്ള,vaḷaykkāvunna / vaḻakkamuḷḷa / ayavuḷḷa
5456,flu (influenza),noun,b2,nan,പനി / ഇൻഫ്ലുവൻസ,pani / inphluvansa
5457,fold (crease),noun,b2,nan,മടക്ക് / ചുളിവ്,maṭakk / cuḷiv
5458,fold (group),noun,b2,nan,കൂട്ടം / സംഘം / സമൂഹം,kūṭṭaṁ / saṁghaṁ / samūhaṁ
5459,folding,adjective,b2,nan,മടക്കാവുന്ന / മടക്കുന്ന,maṭakkāvunna / maṭakkunna
5460,following,preposition,b2,nan,ശേഷം / പിന്നാലെ / തുടർന്ന്,śēṣaṁ / pinnāle / tuṭarnn
5461,"following (after, in accordance with)",preposition,b2,nan,അനുസരിച്ച് / പ്രകാരം / ശേഷം,anusaricc / prakāraṁ / śēṣaṁ
5462,fond,adjective,b2,nan,ഇഷ്ടമുള്ള / പ്രിയപ്പെട്ട / വാത്സല്യമുള്ള,iṣṭamuḷḷa / priyappeṭṭa / vātsalyamuḷḷa
5463,fool (jester),noun,b2,nan,കോമാളി / വിദൂഷകൻ,kōmāḷi / vidūṣakan
5464,fool (stupid person),noun,b2,nan,മണ്ടൻ / വിഡ്ഢി / ഭോഷൻ,maṇṭan / viḍḍhi / bhōṣan
5465,forecast,noun,b2,nan,പ്രവചനം / മുൻകൂട്ടിയുള്ള അറിയിപ്പ്,pravacanaṁ / munkūṭṭiyuḷḷa aṟiyipp
5466,format (arrangement),noun,b2,nan,ക്രമീകരണം / രൂപകൽപ്പന / ഘടന,kramīkaraṇaṁ / rūpakalppana / ghaṭana
5467,format (file structure),noun,b2,nan,ഫോർമാറ്റ് / ഫയൽ ഘടന,phōrmāṟṟ / phayal ghaṭana
5468,format (general structure),noun,b2,nan,ഘടന / രൂപം / ക്രമം,ghaṭana / rūpaṁ / kramaṁ
5469,formation (physical structure),noun,b2,nan,രൂപീകരണം / ഘടന / വിന്യാസം,rūpīkaraṇaṁ / ghaṭana / vinyāsaṁ
5470,formation (process of creation),noun,b2,nan,രൂപീകരണം / നിർമ്മാണം / ഉണ്ടാകൽ,rūpīkaraṇaṁ / nirmmāṇaṁ / uṇṭākal
5471,"formation (structure, arrangement)",noun,b2,nan,വിന്യാസം / ക്രമീകരണം / ഘടന,vinyāsaṁ / kramīkaraṇaṁ / ghaṭana
5472,"formation (the process of forming, shaping)",noun,b2,nan,രൂപീകരണം / രൂപപ്പെടുത്തൽ / നിർമ്മാണം,rūpīkaraṇaṁ / rūpappeṭuttal / nirmmāṇaṁ
5473,"former (previous, prior)",adjective,b2,nan,മുൻപത്തെ / മുൻ / പഴയ,munpatte / mun / paḻaya
5474,former (the first of two mentioned),adjective,b2,nan,ആദ്യത്തേത് / മുൻപറഞ്ഞത്,ādyattēt / munpaṟaññat
5475,"formerly (in previous times, historical)",adverb,b2,nan,മുൻപ് / പണ്ട് / പൂർവ്വകാലത്ത് / മുൻകാലങ്ങളിൽ,munp / paṇṭ / pūrvvakālatt / munkālaṅṅaḷil
5476,formerly (regarding previous identity or state),adverb,b2,nan,മുൻപ് / മുൻപേ / മുമ്പ്,munp / munpē / mump
5477,"formerly (regarding previous name, title)",adverb,b2,nan,മുൻപ് / മുൻപേ / മുമ്പ്,munp / munpē / mump
5478,fortunate,adjective,b2,nan,ഭാഗ്യമുള്ള / ഭാഗ്യകരമായ,bhāgyamuḷḷa / bhāgyakaramāya
5479,"fortune (luck, destiny)",noun,b2,nan,ഭാഗ്യം / വിധി / യോഗം,bhāgyaṁ / vidhi / yōgaṁ
5480,fortune (wealth),noun,b2,nan,സമ്പത്ത് / ധനം / ഐശ്വര്യം,sampatt / dhanaṁ / aiśvaryaṁ
5481,forum (online discussion platform),noun,b2,nan,ഫോറം / ചർച്ചാവേദി,phōṟaṁ / carccāvēdi
5482,"forward (behaviorally bold, impertinent)",adjective,b2,nan,ധിക്കാരി / ധിക്കാരമുള്ള,dhikkāri / dhikkāramuḷḷa
5483,"forward (directional, locational)",adjective,b2,nan,മുന്നോട്ട് / മുൻപോട്ട്,munnōṭṭ / munpōṭṭ
5484,fossil (old-fashioned person),noun,b2,nan,പഴഞ്ചൻ / കാലഹരണപ്പെട്ടയാൾ,paḻañcan / kālaharaṇappeṭṭayāḷ
5485,foundation (basis for an idea),noun,b2,nan,അടിസ്ഥാനം / അടിത്തറ / ആധാരം,aṭisthānaṁ / aṭittaṟa / ādhāraṁ
5486,foundation (charitable organization),noun,b2,nan,ഫൗണ്ടേഷൻ / ധർമ്മസ്ഥാപനം,phauṇṭēṣan / dharmmasthāpanaṁ
5487,foundation (structural base),noun,b2,nan,അടിത്തറ / അടിസ്ഥാനം,aṭittaṟa / aṭisthānaṁ
5488,founder,noun,b2,nan,സ്ഥാപകൻ / ഉപജ്ഞാതാവ്,sthāpakan / upajñātāv
5489,fraction (mathematical),noun,b2,nan,ഭിന്നസംഖ്യ,bhinnasaṁkhya
5490,fraction (very small part or amount),noun,b2,nan,അംശം / ഒരു ചെറിയ ഭാഗം / കണിക,aṁśaṁ / oru ceṟiya bhāgaṁ / kaṇika
5491,fragment,noun,b2,nan,കഷണം / ശകലം / ഭാഗം,kaṣaṇaṁ / śakalaṁ / bhāgaṁ
5492,framework (conceptual system),noun,b2,nan,ചട്ടക്കൂട് / രൂപരേഖ / ഘടന,caṭṭakkūṭ / rūparēkha / ghaṭana
5493,framework (structural support),noun,b2,nan,ചട്ടക്കൂട് / ഘടന,caṭṭakkūṭ / ghaṭana
5494,"fraud (deception, the crime)",noun,b2,nan,തട്ടിപ്പ് / വഞ്ചന / വ്യാജം,taṭṭipp / vañcana / vyājaṁ
5495,"fraud (person, impostor)",noun,b2,nan,തട്ടിപ്പുകാരൻ / വഞ്ചകൻ / കപടൻ,taṭṭippukāran / vañcakan / kapaṭan
5496,"freedom (liberty, political)",noun,b2,nan,സ്വാതന്ത്ര്യം / മോചനം,svātantryaṁ / mōcanaṁ
5497,"freedom (salvation, release)",noun,b2,nan,മോചനം / വിമോചനം / രക്ഷ,mōcanaṁ / vimōcanaṁ / rakṣa
5498,"freely (generously, willingly)",adverb,b2,nan,ഉദാരമായി / മനസ്സോടെ / സ്വമേധയാ,udāramāyi / manassōṭe / svamēdhayā
5499,freely (without restriction),adverb,b2,nan,സ്വതന്ത്രമായി / തടസ്സമില്ലാതെ / നിർബാധം,svatantramāyi / taṭassamillāte / nirbādhaṁ
5500,"frequency (technical, physics)",noun,b2,nan,ആവൃത്തി,āvr̥tti
5501,fuel (figurative),noun,b2,nan,പ്രചോദനം / ഉത്തേജനം / ഊർജ്ജം,pracōdanaṁ / uttējanaṁ / ūrjjaṁ
5502,full-time,adverb,b2,nan,മുഴുവൻ സമയം / പൂർണ്ണസമയം,muḻuvan samayaṁ / pūrṇṇasamayaṁ
5503,fully,adverb,b2,nan,പൂർണ്ണമായി / മുഴുവനായി / തികച്ചും,pūrṇṇamāyi / muḻuvanāyi / tikaccuṁ
5504,fund,noun,b2,nan,ഫണ്ട് / നിധി / ധനസഹായം,phaṇṭ / nidhi / dhanasahāyaṁ
5505,fundamental,adjective,b2,nan,അടിസ്ഥാനപരമായ / മൗലികമായ / പ്രധാനപ്പെട്ട,aṭisthānaparamāya / maulikamāya / pradhānappeṭṭa
5506,fundamentally,adverb,b2,nan,അടിസ്ഥാനപരമായി / മൗലികമായി,aṭisthānaparamāyi / maulikamāyi
5507,funding,noun,b2,nan,ധനസഹായം / ഫണ്ടിംഗ് / സാമ്പത്തിക സഹായം,dhanasahāyaṁ / phaṇṭiṁg / sāmpattika sahāyaṁ
5508,furious (extremely angry),adjective,b2,nan,രോഷാകുലനായ / കോപാകുലനായ / അതികോപിഷ്ഠനായ,rōṣākulanāya / kōpākulanāya / atikōpiṣṭhanāya
5509,"furious (intense, violent, rapid)",adjective,b2,nan,തീവ്രമായ / അതിശക്തമായ / വേഗതയേറിയ,tīvramāya / atiśaktamāya / vēgatayēṟiya
5510,future opportunities (plural),noun,b2,nan,ഭാവി അവസരങ്ങൾ,bhāvi avasaraṅṅaḷ
5511,gain (advantage or increase),noun,b2,nan,നേട്ടം / വർദ്ധനവ് / പ്രയോജനം,nēṭṭaṁ / varddhanav / prayōjanaṁ
5512,gain (profit),noun,b2,nan,ലാഭം / വരുമാനം,lābhaṁ / varumānaṁ
5513,"gaming (gambling, wager)",noun,b2,nan,ചൂതാട്ടം / പന്തയം,cūtāṭṭaṁ / pantayaṁ
5514,"gaming (video games, esports)",noun,b2,nan,ഗെയിമിംഗ് / വീഡിയോ ഗെയിം കളിക്കൽ,geyimiṁg / vīḍiyō geyiṁ kaḷikkal
5515,gang (criminal organization),noun,b2,nan,ഗുണ്ടാസംഘം / ക്രിമിനൽ സംഘം / സംഘം,guṇṭāsaṁghaṁ / kriminal saṁghaṁ / saṁghaṁ
5516,gang (group of friends),noun,b2,nan,ചങ്ങാതിക്കൂട്ടം / കൂട്ടുകാർ / സംഘം,caṅṅātikkūṭṭaṁ / kūṭṭukār / saṁghaṁ
5517,"gay (cheerful, lighthearted)",adjective,b2,nan,സന്തോഷമുള്ള / ഉന്മേഷമുള്ള / പ്രസന്നമായ,santōṣamuḷḷa / unmēṣamuḷḷa / prasannamāya
5518,gay (referring to sexual orientation),adjective,b2,nan,സ്വവർഗ്ഗാനുരാഗിയായ / ഗേ,svavarggānurāgiyāya / gē
5519,gender (grammatical classification),noun,b2,nan,വ്യാകരണ ലിംഗം / ലിംഗം,vyākaraṇa liṁgaṁ / liṁgaṁ
5520,gene,noun,b2,nan,ജീൻ / ജനിതകം,jīn / janitakaṁ
5521,genetic,adjective,b2,nan,ജനിതകമായ / പാരമ്പര്യമായ,janitakamāya / pāramparyamāya
5522,genius,noun,b2,nan,പ്രതിഭ / ബുദ്ധിശക്തി,pratibha / buddhiśakti
5523,genius (person),noun,b2,nan,പ്രതിഭാശാലി / പ്രതിഭ,pratibhāśāli / pratibha
5524,genius (talent),noun,b2,nan,പ്രതിഭ / അസാമാന്യ കഴിവ്,pratibha / asāmānya kaḻiv
5525,genre,noun,b2,nan,തരം / വിഭാഗം / ശൈലി / ജോണർ,taraṁ / vibhāgaṁ / śaili / jōṇar
5526,genuine (authentic),adjective,b2,nan,യഥാർത്ഥമായ / ആധികാരികമായ / തനി,yathārtthamāya / ādhikārikamāya / tani
5527,genuine (sincere),adjective,b2,nan,ആത്മാർത്ഥമായ / നിഷ്കളങ്കമായ,ātmārtthamāya / niṣkaḷaṅkamāya
5528,genuinely (sincerely),adverb,b2,nan,ആത്മാർത്ഥമായി / നിഷ്കളങ്കമായി,ātmārtthamāyi / niṣkaḷaṅkamāyi
5529,"genuinely (truly, actually)",adverb,b2,nan,യഥാർത്ഥത്തിൽ / സത്യത്തിൽ / ശരിക്കും,yathārtthattil / satyattil / śarikkuṁ
5530,gesture (movement),noun,b2,nan,ആംഗ്യം,āṁgyaṁ
5531,gesture (symbolic act of goodwill),noun,b2,nan,സദ്ഭാവനയുടെ പ്രവൃത്തി / സൂചകമായ പ്രവൃത്തി,sadbhāvanayuṭe pravr̥tti / sūcakamāya pravr̥tti
5532,gesture (symbolic act),noun,b2,nan,സൂചകമായ പ്രവൃത്തി,sūcakamāya pravr̥tti
5533,giant (leading company or influential person),noun,b2,nan,ഭീമൻ / പ്രമുഖൻ / അതികായൻ,bhīman / pramukhan / atikāyan
5534,gig (musical performance),noun,b2,nan,സംഗീത പരിപാടി / ഗിഗ് / കച്ചേരി,saṁgīta paripāṭi / gig / kaccēri
5535,gig (temporary work assignment),noun,b2,nan,താൽക്കാലിക ജോലി / ഗിഗ് / കരാർ ജോലി,tālkkālika jōli / gig / karār jōli
5536,globalization,noun,b2,nan,ആഗോളവൽക്കരണം,āgōḷavalkkaraṇaṁ
5537,globe (spherical map model),noun,b2,nan,ഗ്ലോബ് / ഭൂഗോളം,glōb / bhūgōḷaṁ
5538,"globe (the planet, the world)",noun,b2,nan,ഭൂമി / ലോകം,bhūmi / lōkaṁ
5539,glorious (delightful),adjective,b2,nan,മനോഹരമായ / ആനന്ദകരമായ,manōharamāya / ānandakaramāya
5540,glorious (magnificent),adjective,b2,nan,മഹത്തായ / ഗംഭീരമായ / ശോഭനമായ,mahattāya / gaṁbhīramāya / śōbhanamāya
5541,"golden (opportune, excellent)",adjective,b2,nan,സുവർണ്ണമായ / മികച്ച / അനുകൂലമായ,suvarṇṇamāya / mikacca / anukūlamāya
5542,goodness (exclamation),noun,b2,nan,ദൈവമേ! / അയ്യോ! / എന്റെ പൊന്നോ!,daivamē! / ayyō! / enṟe ponnō!
5543,goodness (nutritional or intrinsic value),noun,b2,nan,ഗുണം / നന്മ,guṇaṁ / nanma
5544,gorgeous (extremely beautiful),adjective,b2,nan,അതിസുന്ദരമായ / അതിമനോഹരമായ,atisundaramāya / atimanōharamāya
5545,"gorgeous (splendid, wonderful)",adjective,b2,nan,ഗംഭീരമായ / അതിഗംഭീരമായ / മനോഹരമായ,gaṁbhīramāya / atigaṁbhīramāya / manōharamāya
5546,governor (mechanical regulator),noun,b2,nan,ഗവർണ്ണർ / നിയന്ത്രണോപാധി,gavarṇṇar / niyantraṇōpādhi
5547,"governor (political, state head)",noun,b2,nan,ഗവർണ്ണർ / സംസ്ഥാന അധിപൻ / ഭരണാധികാരി,gavarṇṇar / saṁsthāna adhipan / bharaṇādhikāri
5548,"gradual, continuing",adjective,b2,nan,ക്രമേണയുള്ള / പതുക്കെയുള്ള,kramēṇayuḷḷa / patukkeyuḷḷa
5549,gradually,adverb,b2,nan,ക്രമേണ / പതുക്കെ / സാവധാനം,kramēṇa / patukke / sāvadhānaṁ
5550,"grand (extensive, major scale)",adjective,b2,nan,വലിയ / ബൃഹത്തായ / വിപുലമായ,valiya / br̥hattāya / vipulamāya
5551,"grand (magnificent, stately)",adjective,b2,nan,ഗംഭീരമായ / മഹത്തായ / പ്രൗഢമായ,gaṁbhīramāya / mahattāya / prauḍhamāya
5552,grant,noun,b2,nan,ധനസഹായം / ഗ്രാന്റ് / അനുദാനം,dhanasahāyaṁ / grānṟ / anudānaṁ
5553,graphic (vividly explicit or violent),adjective,b2,nan,വ്യക്തമായ / അതിശക്തമായ / ദൃശ്യപരമായ,vyaktamāya / atiśaktamāya / dr̥śyaparamāya
5554,graphics,noun,b2,nan,ഗ്രാഫിക്സ് / ദൃശ്യങ്ങൾ / ചിത്രീകരണങ്ങൾ,grāphiks / dr̥śyaṅṅaḷ / citrīkaraṇaṅṅaḷ
5555,greatly,adverb,b2,nan,വളരെ / ഏറെ / വളരെയധികം,vaḷare / ēṟe / vaḷareyadhikaṁ
5556,greenhouse,noun,b2,nan,ഹരിതഗൃഹം / ഗ്രീൻഹൗസ്,haritagr̥haṁ / grīnhaus
5557,"grocery (provisions, items)",noun,b2,nan,പലചരക്ക് / സാധനങ്ങൾ,palacarakk / sādhanaṅṅaḷ
5558,"grocery (store, shop)",noun,b2,nan,പലചരക്ക് കട,palacarakk kaṭa
5559,growth (medical mass),noun,b2,nan,മുഴ / വളർച്ച / അർബുദം,muḻa / vaḷarcca / arbudaṁ
5560,guarantee (warranty document),noun,b2,nan,ഗ്യാരണ്ടി / ഉറപ്പ് / വാറന്റി,gyāraṇṭi / uṟapp / vāṟanṟi
5561,guideline,noun,b2,nan,മാർഗ്ഗനിർദ്ദേശം / നിർദ്ദേശം / വഴികാട്ടി,mārgganirddēśaṁ / nirddēśaṁ / vaḻikāṭṭi
5562,"habitat (ecological, technical)",noun,b2,nan,ആവാസവ്യവസ്ഥ / വാസസ്ഥലം / ആവാസം,āvāsavyavastha / vāsasthalaṁ / āvāsaṁ
5563,handle (online identity),noun,b2,nan,യൂസർനെയിം / ഐഡി / പേര്,yūsarneyiṁ / aiḍi / pēr
5564,harbour,noun,b2,nan,തുറമുഖം / ഹാർബർ / കപ്പൽത്താവളം,tuṟamukhaṁ / hārbar / kappalttāvaḷaṁ
5565,harm,noun,b2,nan,ദോഷം / ഉപദ്രവം / ഹാനി,dōṣaṁ / upadravaṁ / hāni
5566,harmful (dangerous),adjective,b2,nan,ദോഷകരമായ / ഹാനികരമായ / അപകടകരമായ,dōṣakaramāya / hānikaramāya / apakaṭakaramāya
5567,headquarters (central or main office),noun,b2,nan,ആസ്ഥാനം / മുഖ്യ കാര്യാലയം / ഹെഡ്ക്വാർട്ടേഴ്സ്,āsthānaṁ / mukhya kāryālayaṁ / heḍkvārṭṭēḻs
5568,healthcare,noun,b2,nan,ആരോഗ്യപരിപാലനം / ആരോഗ്യരക്ഷ / ചികിത്സാസേവനം,ārōgyaparipālanaṁ / ārōgyarakṣa / cikitsāsēvanaṁ
5569,hearing (ability to perceive sound),noun,b2,nan,കേൾവിശക്തി / ശ്രവണശേഷി / കേൾവി,kēḷviśakti / śravaṇaśēṣi / kēḷvi
5570,"hearing (formal inquiry, court proceeding)",noun,b2,nan,വാദം കേൾക്കൽ / വിചാരണ / ഹിയറിംഗ്,vādaṁ kēḷkkal / vicāraṇa / hiyaṟiṁg
5571,"heaven (sky, firmament)",noun,b2,nan,ആകാശം / വാനം / ഗഗനം,ākāśaṁ / vānaṁ / gaganaṁ
5572,heel (of a shoe),noun,b2,nan,കുതികാൽ / ഹീൽ,kutikāl / hīl
5573,hell (mythological underworld or abyss),noun,b2,nan,പാതാളം / നരകം / അധോലോകം,pātāḷaṁ / narakaṁ / adhōlōkaṁ
5574,hell (place of punishment),noun,b2,nan,നരകം / യമലോകം,narakaṁ / yamalōkaṁ
5575,helmet,noun,b2,N/A,ഹെൽമെറ്റ് / ശിരസ്കവചം,helmeṟṟ / śiraskavacaṁ
5576,hence (from now),adverb,b2,N/A,ഇനിമുതൽ / ഇന്നുമുതൽ,inimutal / innumutal
5577,hence (therefore),adverb,b2,N/A,അതിനാൽ / അതുകൊണ്ട് / തന്മൂലം,atināl / atukoṇṭ / tanmūlaṁ
5578,herb (culinary),noun,b2,N/A,സുഗന്ധസസ്യം / മസാലച്ചെടി,sugandhasasyaṁ / masālacceṭi
5579,herb (medicinal plant),noun,b2,N/A,ഔഷധസസ്യം / പച്ചമരുന്ന്,auṣadhasasyaṁ / paccamarunn
5580,hidden (physically concealed),adjective,b2,N/A,ഒളിപ്പിച്ച / മറച്ചുവെച്ച / ഒളിഞ്ഞിരിക്കുന്ന,oḷippicca / maṟaccuvecca / oḷiññirikkunna
5581,hidden (secret or obscure),adjective,b2,N/A,രഹസ്യമായ / നിഗൂഢമായ / ഒളിഞ്ഞുകിടക്കുന്ന,rahasyamāya / nigūḍhamāya / oḷiññukiṭakkunna
5582,high (maximum level),noun,b2,N/A,ഉന്നതി / ഉയരം / പരമാവധി,unnati / uyaraṁ / paramāvadhi
5583,high (state of euphoria),noun,b2,N/A,ഉന്മാദം / ലഹരി,unmādaṁ / lahari
5584,highlight (visual element),noun,b2,N/A,പ്രധാനഭാഗം / ഹൈലൈറ്റ്,pradhānabhāgaṁ / hailaiṟṟ
5585,highway,noun,b2,N/A,ഹൈവേ / പ്രധാന പാത,haivē / pradhāna pāta
5586,"highway (major state, national road)",noun,b2,N/A,ദേശീയപാത / സംസ്ഥാനപാത / ഹൈവേ,dēśīyapāta / saṁsthānapāta / haivē
