id,english_word,word_class,level,verb_transitivity,target_translation,transliteration
401,"first (ordinal rank, adjective)",noun,a2,nan,ಮೊದಲನೆಯದು / ಪ್ರಥಮ ಸ್ಥಾನ,modalaneyadu / prathama sthāna
402,flat,noun,a1,nan,ಫ್ಲಾಟ್ / ಅಪಾರ್ಟ್‌ಮೆಂಟ್ / ಮನೆ,phlāṭ / apārṭmeṁṭ / mane
403,flu,noun,a2,nan,ಫ್ಲೂ / ಜ್ವರ / ಶೀತಜ್ವರ,phlū / jvara / śītajvara
404,flying,noun,a2,nan,ಹಾರಾಟ / ವಿಮಾನಯಾನ / ಗಗನಯಾನ,hārāṭa / vimānayāna / gaganayāna
405,folk,adjective,b1,nan,ಜಾನಪದ / ಜನಪದ,jānapada / janapada
406,following (after an event or time),adjective,a2,nan,ಮುಂದಿನ / ನಂತರದ / ಅನುಸರಿಸುವ,muṁdina / naṁtarada / anusarisuva
407,following,noun,b1,nan,ಅನುಯಾಯಿಗಳು / ಬೆಂಬಲಿಗರು / ಹಿಂಬಾಲಕರು,anuyāyigaḷu / beṁbaligaru / hiṁbālakaru
408,following,preposition,b2,nan,ನಂತರ / ಬಳಿಕ / ಅನಂತರ,naṁtara / baḷika / anaṁtara
409,hospital (common usage),noun,a1,nan,ಆಸ್ಪತ್ರೆ / ವೈದ್ಯಶಾಲೆ,āspatre / vaidyaśāle
410,host (computer network),noun,b2,nan,ಹೋಸ್ಟ್ / ಆತಿಥೇಯ,hōsṭ / ātithēya
411,to host (a website or server),verb,b2,transitive,ಹೋಸ್ಟ್ ಮಾಡು / ಆತಿಥ್ಯ ನೀಡು / ನಿರ್ವಹಿಸು,hōsṭ māḍu / ātithya nīḍu / nirvahisu
412,genius,noun,b2,nan,ಪ್ರತಿಭಾವಂತ / ಮೇಧಾವಿ / ಪ್ರತಿಭೆ,pratibhāvaṁta / mēdhāvi / pratibhe
413,to grade (classify quality),verb,b2,transitive,ಶ್ರೇಣೀಕರಿಸು / ವರ್ಗೀಕರಿಸು / ಅಂಕ ನೀಡು,śrēṇīkarisu / vargīkarisu / aṁka nīḍu
414,gradually,adverb,b2,nan,ಕ್ರಮೇಣ / ನಿಧಾನವಾಗಿ / ಹಂತಹಂತವಾಗಿ,kramēṇa / nidhānavāgi / haṁtahaṁtavāgi
415,graduate,noun,b1,nan,ಪದವೀಧರ / ಪದವಿ ಪಡೆದವನು,padavīdhara / padavi paḍedavanu
416,to graduate,verb,b1,intransitive,ಪದವಿ ಪಡೆಯು / ಪದವೀಧರನಾಗು,padavi paḍeyu / padavīdharanāgu
417,grain (cereal crops collectively),noun,b1,nan,ಧಾನ್ಯ / ಕಾಳು,dhānya / kāḷu
418,grain (single seed or small particle),noun,b1,nan,ಕಾಳು / ಕಣ / ಧಾನ್ಯ,kāḷu / kaṇa / dhānya
419,"grain (small particle, e.g., sand)",noun,b1,nan,ಕಣ / ರೇಣು,kaṇa / rēṇu
420,"grand (magnificent, stately)",adjective,b2,nan,ಭವ್ಯ / ವೈಭವೋಪೇತ / ಗಂಭೀರ,bhavya / vaibhavōpēta / gaṁbhīra
421,"grand (extensive, major scale)",adjective,b2,nan,ದೊಡ್ಡ / ಬೃಹತ್ / ಮಹಾ,doḍḍa / br̥hat / mahā
422,grandfather (paternal),noun,a1,nan,ಅಜ್ಜ / ತಾತ,ajja / tāta
423,grandfather (maternal),noun,a1,nan,ಅಜ್ಜ / ತಾತ / ಅಮ್ಮನ ಅಪ್ಪ,ajja / tāta / ammana appa
424,grandmother (paternal),noun,a1,nan,ಅಜ್ಜಿ / ಅಮ್ಮಮ್ಮ,ajji / ammamma
425,grandmother (maternal),noun,a1,nan,ಅಮ್ಮಮ್ಮ / ಅಜ್ಜಿ,ammamma / ajji
426,grandfather (paternal),noun,a1,nan,ಅಪ್ಪಯ್ಯ / ಅಜ್ಜ,appayya / ajja
427,grandmother (paternal),noun,a1,nan,ಅಜ್ಜಿ,ajji
428,grandfather (maternal),noun,a1,nan,ಅಮ್ಮಾಜಿ / ಅಜ್ಜ,ammāji / ajja
429,grandmother (maternal),noun,a1,nan,ಅಮ್ಮಮ್ಮ / ಅಜ್ಜಿ,ammamma / ajji
430,grant,noun,b2,nan,ಅನುದಾನ / ಧನಸಹಾಯ,anudāna / dhanasahāya
431,to grant (formal permission or wish),verb,b2,transitive,ಅನುಮತಿಸು / ಕರುಣಿಸು / ನೀಡು,anumatisu / karuṇisu / nīḍu
432,to grant (financial aid or funds),verb,b2,transitive,ಅನುದಾನ ನೀಡು / ಧನಸಹಾಯ ನೀಡು / ಒದಗಿಸು,anudāna nīḍu / dhanasahāya nīḍu / odagisu
433,graphics,noun,b2,nan,ಗ್ರಾಫಿಕ್ಸ್ / ಚಿತ್ರಣ,grāphiks / citraṇa
434,grasp (physical hold),noun,c1,nan,ಹಿಡಿತ,hiḍita
435,grasp (understanding),noun,c1,nan,ತಿಳುವಳಿಕೆ / ಗ್ರಹಿಕೆ,tiḷuvaḷike / grahike
436,"to grasp (physically, to seize)",verb,c1,transitive,ಹಿಡಿ / ಗ್ರಹಿಸು,hiḍi / grahisu
437,to grasp (firmly seize),verb,c1,transitive,ಗಟ್ಟಿಯಾಗಿ ಹಿಡಿ / ಭದ್ರವಾಗಿ ಹಿಡಿ,gaṭṭiyāgi hiḍi / bhadravāgi hiḍi
438,"to grasp (conceptually, to understand)",verb,c1,transitive,ಅರ್ಥಮಾಡಿಕೊ / ಗ್ರಹಿಸು / ತಿಳಿದುಕೊ,arthamāḍiko / grahisu / tiḷiduko
439,grass,noun,a2,nan,ಹುಲ್ಲು,hullu
440,grateful,adjective,b1,nan,ಕೃತಜ್ಞ / ಆಭಾರಿ,kr̥tajña / ābhāri
441,grave (burial site),adjective,a2,nan,ಸಮಾಧಿ / ಗೋರಿ,samādhi / gōri
442,grave,noun,c1,nan,ಗಂಭೀರತೆ / ತೀವ್ರತೆ,gaṁbhīrate / tīvrate
443,gravity (physical force),noun,c1,nan,ಗುರುತ್ವಾಕರ್ಷಣೆ,gurutvākarṣaṇe
444,gravity (seriousness),noun,c1,nan,ಗಂಭೀರತೆ / ತೀವ್ರತೆ,gaṁbhīrate / tīvrate
445,"great (excellent, wonderful)",adjective,a1,nan,ಉತ್ತಮ / ಅದ್ಭುತ / ಶ್ರೇಷ್ಠ,uttama / adbhuta / śrēṣṭha
446,"great (general approval, good)",adjective,a1,nan,ಒಳ್ಳೆಯ / ಉತ್ತಮ / ಚೆನ್ನಾಗಿರುವ,oḷḷeya / uttama / cennāgiruva
447,"great (large, big)",adjective,a1,nan,ದೊಡ್ಡ / ಮಹಾ,doḍḍa / mahā
448,unripe fruit (noun),adjective,a1,nan,ಕಾಯಿ,kāyi
449,"green (leafy vegetables, produce)",noun,a1,nan,ಸೊಪ್ಪು / ತರಕಾರಿ,soppu / tarakāri
450,produce (general greens),noun,a1,nan,ತರಕಾರಿ / ಸೊಪ್ಪು,tarakāri / soppu
451,greenhouse,noun,b2,nan,ಹಸಿರುಮನೆ,hasirumane
452,"to greet (formally, respectfully)",verb,a2,transitive,ನಮಸ್ಕರಿಸು / ವಂದಿಸು,namaskarisu / vaṁdisu
453,to greet (to welcome),verb,a2,transitive,ಸ್ವಾಗತಿಸು / ಬರಮಾಡಿಕೊ,svāgatisu / baramāḍiko
454,"to greet (casually, to say hi)",verb,a2,transitive,ಮಾತನಾಡಿಸು,mātanāḍisu
455,grey (hair due to age),noun,a2,nan,ನೆರೆಗೂದಲು,neregūdalu
456,grid (power system),noun,c1,nan,ವಿದ್ಯುತ್ ಜಾಲ / ಗ್ರಿಡ್,vidyut jāla / griḍ
457,grief (sorrow),noun,c1,nan,ದುಃಖ / ಶೋಕ / ವ್ಯಥೆ,duḥkha / śōka / vyathe
458,free,adverb,a2,nan,ಉಚಿತವಾಗಿ,ucitavāgi
459,individual,noun,a2,nan,ವ್ಯಕ್ತಿ / ಒಬ್ಬರು,vyakti / obbaru
460,injury,noun,a2,nan,ಗಾಯ / ಪೆಟ್ಟು / ಹಾನಿ,gāya / peṭṭu / hāni
461,to ink (a contract),noun,b2,transitive,ಸಹಿ ಹಾಕು / ಸಹಿ ಮಾಡು,sahi hāku / sahi māḍu
462,"inner (emotional, spiritual)",adjective,b2,nan,ಆಂತರಿಕ / ಒಳಗಿನ,āṁtarika / oḷagina
463,input (contribution or feedback),noun,b2,nan,ಕೊಡುಗೆ / ಸಲಹೆ / ಅಭಿಪ್ರಾಯ,koḍuge / salahe / abhiprāya
464,input (feedback),noun,b2,nan,ಪ್ರತಿಕ್ರಿಯೆ / ಸಲಹೆ / ಅಭಿಪ್ರಾಯ,pratikriye / salahe / abhiprāya
465,"inquiry (question, request for info)",noun,b2,nan,ವಿಚಾರಣೆ / ಪ್ರಶ್ನೆ / ಮಾಹಿತಿ ಕೋರಿಕೆ,vicāraṇe / praśne / māhiti kōrike
466,"insect (formal, biological)",noun,a2,nan,ಕೀಟ / ಹುಳು,kīṭa / huḷu
467,"to insert (data, text)",verb,b2,transitive,ಸೇರಿಸು / ಅಳವಡಿಸು / ನಮೂದಿಸು,sērisu / aḷavaḍisu / namūdisu
468,"insertion (text, data)",noun,c1,nan,ಸೇರ್ಪಡೆ / ಅಳವಡಿಕೆ / ನಮೂದು,sērpaḍe / aḷavaḍike / namūdu
469,inside,adverb,a2,nan,ಒಳಗೆ,oḷage
470,inside,preposition,a2,nan,ಒಳಗೆ,oḷage
471,judge,noun,b1,nan,ನ್ಯಾಯಾಧೀಶ / ನ್ಯಾಯಮೂರ್ತಿ,nyāyādhīśa / nyāyamūrti
472,to judge (rule legally),verb,b1,transitive,ತೀರ್ಪು ನೀಡು / ತೀರ್ಮಾನಿಸು,tīrpu nīḍu / tīrmānisu
473,judgement (legal ruling),noun,b2,nan,ತೀರ್ಪು / ತೀರ್ಮಾನ,tīrpu / tīrmāna
474,"judgement (discretion, ability)",noun,b2,nan,ವಿವೇಚನೆ / ನಿರ್ಧಾರ ಶಕ್ತಿ,vivēcane / nirdhāra śakti
475,junction (railway station hub),noun,c1,N/A,ಜಂಕ್ಷನ್ / ಕೂಡುದಾರಿ / ಸಂಗಮ,jaṁkṣan / kūḍudāri / saṁgama
476,just (only),adjective,a2,N/A,ಕೇವಲ / ಮಾತ್ರ,kēvala / mātra
477,just (a moment ago),adjective,b1,N/A,ಈಗಷ್ಟೇ / ಇದೀಗ,īgaṣṭē / idīga
478,just (exactly),adjective,b2,N/A,ಸರಿಯಾಗಿ / ನಿಖರವಾಗಿ,sariyāgi / nikharavāgi
479,key,adjective,a1,N/A,ಪ್ರಮುಖ / ಮುಖ್ಯ,pramukha / mukhya
480,kind,noun,a1,N/A,ವಿಧ / ಪ್ರಕಾರ / ತರಹ,vidha / prakāra / taraha
481,knock,noun,b1,N/A,ತಟ್ಟು / ಬಡಿತ,taṭṭu / baḍita
482,"impossible (intolerable, unreasonable)",adjective,a2,N/A,ಸಹಿಸಲಾಗದ / ಅಸಮಂಜಸ / ಅಸಾಧ್ಯ,sahisalāgada / asamaṁjasa / asādhya
483,to increase (intransitive),verb,a2,intransitive,ಹೆಚ್ಚಾಗು / ಏರು,heccāgu / ēru
484,to increase (transitive),verb,a2,transitive,ಹೆಚ್ಚಿಸು / ಏರಿಸು,heccisu / ērisu
485,to incur (anger or liability),verb,c1,transitive,ತಂದುಕೋ / ಹೊಂದು / ಅನುಭವಿಸು,taṁdukō / hoṁdu / anubhavisu
486,"her (familiar, non-respectful)",pronoun,a1,N/A,ಅವಳನ್ನು / ಅವಳಿಗೆ,avaḷannu / avaḷige
487,"her (respectful, formal)",pronoun,a1,N/A,ಅವರನ್ನು / ಅವರಿಗೆ,avarannu / avarige
488,"highway (major state, national road)",noun,b2,N/A,ಹೆದ್ದಾರಿ / ರಾಷ್ಟ್ರೀಯ ಹೆದ್ದಾರಿ,heddāri / rāṣṭrīya heddāri
489,"hill (large, mountain)",noun,a2,N/A,ಬೆಟ್ಟ / ಪರ್ವತ / ಗುಡ್ಡ,beṭṭa / parvata / guḍḍa
490,him (casual),pronoun,a1,N/A,ಅವನನ್ನು / ಅವನಿಗೆ,avanannu / avanige
491,him (formal),pronoun,a1,N/A,ಅವರನ್ನು / ಅವರಿಗೆ,avarannu / avarige
492,"hint (trace, small amount)",noun,c1,N/A,ಸುಳಿವು / ಅಲ್ಪಾಂಶ / ಛಾಯೆ,suḷivu / alpāṁśa / chāye
493,"hint (trace of flavor, mood)",noun,c1,N/A,ಛಾಯೆ / ಸುಳಿವು / ಲೇಶ,chāye / suḷivu / lēśa
494,to hint (by non-verbal cue or insinuation),verb,c1,transitive,ಸುಳಿವು ನೀಡು / ಸೂಚಿಸು,suḷivu nīḍu / sūcisu
495,hire (rental cost or agreement),noun,b2,N/A,ಬಾಡಿಗೆ / ಗುತ್ತಿಗೆ,bāḍige / guttige
496,his (respectful),determiner,a1,N/A,ಅವರ,avara
497,his (standard),pronoun,a2,N/A,ಅವನದು / ಅವನದ್ದು,avanadu / avanaddu
498,his (respectful),pronoun,a2,N/A,ಅವರದು / ಅವರದ್ದು,avaradu / avaraddu
499,"history (personal record, background)",noun,a2,N/A,ಹಿನ್ನೆಲೆ / ದಾಖಲೆ / ಇತಿಹಾಸ,hinnele / dākhale / itihāsa
500,"to hold (a meeting, event)",verb,a2,transitive,ಆಯೋಜಿಸು / ನಡೆಸು / ಏರ್ಪಡಿಸು,āyōjisu / naḍesu / ērpaḍisu
501,hole (puncture or tear),noun,a2,nan,ರಂಧ್ರ / ತೂತು,raṁdhra / tūtu
502,hole (pit or large depression),noun,a2,nan,ಗುಂಡಿ / ಕುಳಿ,guṁḍi / kuḷi
503,holiday (day off work or school),noun,a1,nan,ರಜೆ / ವಿರಾಮ,raje / virāma
504,"holiday (vacation, extended trip)",noun,a1,nan,ರಜೆ / ವಿಹಾರ / ಪ್ರವಾಸ,raje / vihāra / pravāsa
505,hollow (meaningless or vain),adjective,b2,nan,ನಿರರ್ಥಕ / ವ್ಯರ್ಥ / ಶೂನ್ಯ,nirarthaka / vyartha / śūnya
506,home,adjective,a2,nan,ಮನೆಯ / ದೇಶೀಯ,maneya / dēśīya
507,"home (direction, towards residence)",adverb,a1,nan,ಮನೆಗೆ / ಮನೆ ಕಡೆಗೆ,manege / mane kaḍege
508,to harm (to cause damage or loss),verb,b2,transitive,ಹಾನಿ ಮಾಡು / ನಷ್ಟ ಉಂಟುಮಾಡು,hāni māḍu / naṣṭa uṁṭumāḍu
509,to harm (to injure or hurt someone),verb,b2,transitive,ನೋವುಂಟು ಮಾಡು / ಹಾನಿ ಮಾಡು / ಗಾಯಗೊಳಿಸು,nōvuṁṭu māḍu / hāni māḍu / gāyagoḷisu
510,harmful (dangerous),adjective,b2,nan,ಹಾನಿಕರ / ಅಪಾಯಕಾರಿ,hānikara / apāyakāri
511,harmony (social agreement),noun,c1,nan,ಸಾಮರಸ್ಯ / ಸೌಹಾರ್ದ / ಒಮ್ಮತ,sāmarasya / sauhārda / ommata
512,harmony (musical arrangement),noun,c1,nan,ಸಾಮರಸ್ಯ / ಸ್ವರಮೇಳ,sāmarasya / svaramēḷa
513,harsh (severe or strict),adjective,c1,nan,ಕಠಿಣ / ಕಠೋರ / ಉಗ್ರ,kaṭhiṇa / kaṭhōra / ugra
514,harsh (rough or abrasive),adjective,c1,nan,ಒರಟು / ಕಠಿಣ,oraṭu / kaṭhiṇa
515,"harvest (result, consequence)",noun,c1,nan,ಫಲಿತಾಂಶ / ಪರಿಣಾಮ,phalitāṁśa / pariṇāma
516,to harvest (crops),verb,c1,transitive,ಕೊಯ್ಲು ಮಾಡು / ಕಟಾವು ಮಾಡು,koylu māḍu / kaṭāvu māḍu
517,to harvest (results or consequences),verb,c1,transitive,ಫಲ ಪಡೆಯು / ಪರಿಣಾಮ ಅನುಭವಿಸು,phala paḍeyu / pariṇāma anubhavisu
518,hat,noun,a1,nan,ಟೋಪಿ / ಶಿರಸ್ತ್ರಾಣ,ṭōpi / śirastrāṇa
519,hate,noun,b1,nan,ದ್ವೇಷ / ಅಸಹ್ಯ,dvēṣa / asahya
520,to hate,verb,a1,transitive,ದ್ವೇಷಿಸು / ಅಸಹ್ಯಪಡು,dvēṣisu / asahyapaḍu
521,"hatred (enmity, feud)",noun,c1,nan,ದ್ವೇಷ / ವೈರ / ಹಗೆತನ,dvēṣa / vaira / hagetana
522,"to haunt (of ghosts, spirits)",verb,c1,transitive,ಕಾಡು / ಭೂತ ಕಾಡು,kāḍu / bhūta kāḍu
523,"to haunt (of memories, feelings)",verb,c1,transitive,ಕಾಡು / ಸತಾಯಿಸು,kāḍu / satāyisu
524,to have (possess),verb,a1,nan,ಇರು / ಹೊಂದು,iru / hoṁdu
525,"to have (a meal, drink)",verb,a1,transitive,ತಿನ್ನು / ಕುಡಿ,tinnu / kuḍi
526,to have (a drink),verb,a1,transitive,ಕುಡಿ,kuḍi
527,to have (possession or existence),auxiliary verb,a2,transitive,ಇರು,iru
528,"to have (a meal, a discussion, or an experience)",auxiliary verb,a2,transitive,ಮಾಡು / ಅನುಭವಿಸು,māḍu / anubhavisu
529,"to have (a bath, shower)",auxiliary verb,a2,transitive,ಸ್ನಾನ ಮಾಡು / ಮಿಂದುಕೋ,snāna māḍu / miṁdukō
530,have to,modal verb,a1,nan,ಬೇಕಾಗು,bēkāgu
531,"he (respectful, formal)",pronoun,a1,nan,ಅವರು,avaru
532,head (body part),noun,a1,nan,ತಲೆ,tale
533,"head (leader, chief)",noun,a1,nan,ಮುಖ್ಯಸ್ಥ / ನಾಯಕ / ಅಧಿಪತಿ,mukhyastha / nāyaka / adhipati
534,to head (to move towards a place),verb,b1,intransitive,ಹೋಗು / ಹೊರಡು / ಸಾಗು,hōgu / horaḍu / sāgu
535,to head (to lead or manage),verb,b1,transitive,ಮುನ್ನಡೆಸು / ನಿರ್ವಹಿಸು,munnaḍesu / nirvahisu
536,"headache (problem, nuisance)",noun,b1,nan,ತಲೆಬಿಸಿ / ಕಿರಿಕಿರಿ,talebisi / kirikiri
537,headache (literal pain),noun,a1,nan,ತಲೆನೋವು,talenōvu
538,headline,noun,b1,nan,ಶೀರ್ಷಿಕೆ / ಮುಖ್ಯಾಂಶ,śīrṣike / mukhyāṁśa
539,headquarters (central or main office),noun,b2,nan,ಮುಖ್ಯ ಕಚೇರಿ / ಪ್ರಧಾನ ಕಚೇರಿ / ಕೇಂದ್ರ ಕಚೇರಿ,mukhya kacēri / pradhāna kacēri / kēṁdra kacēri
540,to heal (to recover oneself),verb,b2,intransitive,ಗುಣವಾಗು / ವಾಸಿಯಾಗು,guṇavāgu / vāsiyāgu
541,to heal (to cure),verb,b2,transitive,ಗುಣಪಡಿಸು / ವಾಸಿಮಾಡು,guṇapaḍisu / vāsimāḍu
542,health,noun,a1,nan,ಆರೋಗ್ಯ,ārōgya
543,healthcare,noun,b2,nan,ಆರೋಗ್ಯ ಸೇವೆ / ಆರೋಗ್ಯ ರಕ್ಷಣೆ,ārōgya sēve / ārōgya rakṣaṇe
544,"healthy (describing food, habits, environment)",adjective,a1,nan,ಆರೋಗ್ಯಕರ,ārōgyakara
545,to hear,verb,a1,nan,ಕೇಳು,kēḷu
546,hearing (ability to perceive sound),noun,b2,nan,ಶ್ರವಣ ಶಕ್ತಿ,śravaṇa śakti
547,"hearing (formal inquiry, court proceeding)",noun,b2,nan,ವಿಚಾರಣೆ,vicāraṇe
548,heart (organ),noun,a2,nan,ಹೃದಯ / ಎದೆ,hr̥daya / ede
549,"heart (emotions, spirit)",noun,a2,nan,ಮನಸ್ಸು / ಹೃದಯ,manassu / hr̥daya
550,heat,noun,a2,nan,ಶಾಖ / ಉಷ್ಣ / ಸೆಕೆ / ತಾಪ,śākha / uṣṇa / seke / tāpa
551,to heat (transitive),verb,a2,transitive,ಬಿಸಿಮಾಡು / ಕಾಯಿಸು / ಶಾಖಗೊಳಿಸು,bisimāḍu / kāyisu / śākhagoḷisu
552,to heat (intransitive),verb,a2,intransitive,ಬಿಸಿಯಾಗು / ಕಾಯಿಸಿಕೊ / ಶಾಖಗೊಳ್ಳು,bisiyāgu / kāyisiko / śākhagoḷḷu
553,heating (process of increasing temperature),noun,b1,nan,ಬಿಸಿಮಾಡುವಿಕೆ / ಶಾಖಗೊಳಿಸುವಿಕೆ,bisimāḍuvike / śākhagoḷisuvike
554,heating (building climate control system),noun,b1,nan,ಹೀಟಿಂಗ್ / ಶಾಖ ವ್ಯವಸ್ಥೆ,hīṭiṁg / śākha vyavasthe
555,"heaven (sky, firmament)",noun,b2,nan,ಆಕಾಶ / ಗಗನ / ಬಾನು,ākāśa / gagana / bānu
556,"hi ,  hey (casual greeting)",exclamation,a1,nan,ಹಾಯ್ / ಹೇ / ನಮಸ್ಕಾರ,hāy / hē / namaskāra
557,"greetings ,  hello (respectful standard greeting)",noun,a1,nan,ನಮಸ್ಕಾರ / ನಮಸ್ತೆ,namaskāra / namaste
558,intellectual (adjective),noun,c1,nan,ಬೌದ್ಧಿಕ / ಜ್ಞಾನಪೂರ್ಣ,bauddhika / jñānapūrṇa
559,lens (contact lens),noun,b2,nan,ಲೆನ್ಸ್ / ಕಣ್ಣಿನ ಮಸೂರ,lens / kaṇṇina masūra
560,"lethal (extremely effective, destructive)",adjective,c1,nan,ಮಾರಕ / ಪ್ರಾಣಾಂತಿಕ / ವಿನಾಶಕಾರಿ,māraka / prāṇāṁtika / vināśakāri
561,lethal (highly impactful),adjective,c1,nan,ತೀವ್ರ ಪರಿಣಾಮಕಾರಿ / ನಿರ್ಣಾಯಕ / ಮಾರಕ,tīvra pariṇāmakāri / nirṇāyaka / māraka
562,"letter (communication, mail)",noun,a1,nan,ಪತ್ರ / ಕಾಗದ,patra / kāgada
563,letter (alphabetic character),noun,a1,nan,ಅಕ್ಷರ,akṣara
564,level (equal in rank or status),adjective,b1,nan,ಸಮಾನ / ಒಂದೇ ಮಟ್ಟದ,samāna / oṁdē maṭṭada
565,level,noun,a2,nan,ಮಟ್ಟ / ಹಂತ / ಸ್ತರ,maṭṭa / haṁta / stara
566,"to level (a surface, ground)",verb,b2,transitive,ಸಮತಟ್ಟುಮಾಡು / ಸಮಗೊಳಿಸು,samataṭṭumāḍu / samagoḷisu
567,"to level (an accusation, charge)",verb,b2,transitive,ಆರೋಪಿಸು / ಹೊರಿಸು,ārōpisu / horisu
568,"to level (a building, city, destroy)",verb,b2,transitive,ನೆಲಸಮಮಾಡು / ನಾಶಮಾಡು / ಧ್ವಂಸಮಾಡು,nelasamamāḍu / nāśamāḍu / dhvaṁsamāḍu
569,liable (responsible for),adjective,c1,nan,ಜವಾಬ್ದಾರ / ಹೊಣೆಗಾರ / ಬಾಧ್ಯಸ್ಥ,javābdāra / hoṇegāra / bādhyastha
570,liable (prone to),adjective,c1,nan,ಒಳಗಾಗುವ / ಸಾಧ್ಯತೆ ಇರುವ / ಪ್ರವೃತ್ತಿ ಇರುವ,oḷagāguva / sādhyate iruva / pravr̥tti iruva
571,liberal,adjective,c1,nan,ಉದಾರ / ವಿಶಾಲ ಮನಸ್ಸಿನ,udāra / viśāla manassina
572,liberal (political),adjective,c1,nan,ಲಿಬರಲ್ / ಉದಾರವಾದಿ,libaral / udāravādi
573,liberal (political person),noun,c1,nan,ಉದಾರವಾದಿ / ಲಿಬರಲ್,udāravādi / libaral
574,"liberal (adjective: generous, broad-minded)",noun,c1,nan,ಉದಾರ / ವಿಶಾಲ ಮನಸ್ಸಿನ,udāra / viśāla manassina
575,liberation (spiritual),noun,c1,nan,ಮೋಕ್ಷ / ಮುಕ್ತಿ / ವಿಮೋಚನೆ,mōkṣa / mukti / vimōcane
576,liberation (political or general release),noun,c1,nan,ಬಿಡುಗಡೆ / ವಿಮೋಚನೆ / ಸ್ವಾತಂತ್ರ್ಯ,biḍugaḍe / vimōcane / svātaṁtrya
577,"liberty (permission, familiarity)",noun,c1,nan,ಸ್ವಾತಂತ್ರ್ಯ / ಅನುಮತಿ / ಸಡಿಲತೆ,svātaṁtrya / anumati / saḍilate
578,liberty (undue familiarity),noun,c1,nan,ಅತಿ ಸ್ವಾತಂತ್ರ್ಯ / ಧಾರ್ಷ್ಟ್ಯ,ati svātaṁtrya / dhārṣṭya
579,library (formal institution),noun,a1,nan,ಗ್ರಂಥಾಲಯ,graṁthālaya
580,library (casual usage),noun,a1,nan,ಲೈಬ್ರರಿ / ಪುಸ್ತಕ ಭಂಡಾರ,laibrari / pustaka bhaṁḍāra
581,licence,noun,b2,nan,ಪರವಾನಗಿ / ಲೈಸೆನ್ಸ್ / ಅನುಮತಿ ಪತ್ರ,paravānagi / laisens / anumati patra
582,to license,verb,c1,transitive,ಪರವಾನಗಿ ನೀಡು / ಅನುಮತಿ ನೀಡು,paravānagi nīḍu / anumati nīḍu
583,lie,noun,b1,nan,ಸುಳ್ಳು / ಅಸತ್ಯ,suḷḷu / asatya
584,"to lie (to rest, be horizontal)",verb,a1,intransitive,ಮಲಗು,malagu
585,to lie (to tell an untruth),verb,a1,intransitive,ಸುಳ್ಳು ಹೇಳು,suḷḷu hēḷu
586,to lie (tell a falsehood),verb,b1,intransitive,ಸುಳ್ಳು ಹೇಳು,suḷḷu hēḷu
587,to lie (recline),verb,b1,intransitive,ಮಲಗು,malagu
588,life (vitality or soul),noun,a1,nan,ಜೀವ / ಪ್ರಾಣ,jīva / prāṇa
589,"life (existence, experience)",noun,a1,nan,ಜೀವನ / ಬದುಕು,jīvana / baduku
590,lifelong,adjective,c1,nan,ಜೀವಮಾನವಿಡೀ / ಆಜೀವ,jīvamānaviḍī / ājīva
591,lifestyle,noun,a2,nan,ಜೀವನಶೈಲಿ / ಜೀವನ ವಿಧಾನ,jīvanaśaili / jīvana vidhāna
592,lifetime,noun,b2,nan,ಜೀವಮಾನ / ಆಯುಷ್ಯ,jīvamāna / āyuṣya
593,lift (elevator),noun,a2,nan,ಲಿಫ್ಟ್ / ಎತ್ತುಗ,liphṭ / ettuga
594,"lift (ride, transportation)",noun,a2,nan,ಲಿಫ್ಟ್ / ಸವಾರಿ,liphṭ / savāri
595,"to lift (a restriction, ban)",verb,a2,transitive,ತೆಗೆದುಹಾಕು / ರದ್ದುಮಾಡು / ಹಿಂತೆಗೆ,tegeduhāku / raddumāḍu / hiṁtege
596,light (weight),adjective,a1,nan,ಹಗುರ,hagura
597,"light (color, shade)",adjective,a1,nan,ತಿಳಿ,tiḷi
598,"light (fixture, lamp)",noun,a1,nan,ದೀಪ / ಬೆಳಕು,dīpa / beḷaku
599,"to light (a lamp, a fire)",verb,a2,transitive,ಹಚ್ಚು / ಬೆಳಗಿಸು,haccu / beḷagisu
600,to light (to illuminate),verb,a2,transitive,ಬೆಳಗಿಸು / ಉರಿಸು,beḷagisu / urisu
601,lighting (quality or effect),noun,b2,nan,ಬೆಳಕು / ಪ್ರಕಾಶ,beḷaku / prakāśa
602,lighting (fixtures and equipment),noun,b2,nan,ದೀಪಾಲಂಕಾರ / ಬೆಳಕಿನ ವ್ಯವಸ್ಥೆ,dīpālaṁkāra / beḷakina vyavasthe
603,like,noun,b1,nan,ಇಷ್ಟ,iṣṭa
604,to like,preposition,a1,transitive,ಹಾಗೆ / ರೀತಿ / ತರಹ,hāge / rīti / taraha
605,to like,verb,a1,transitive,ಇಷ್ಟಪಡು / ಮೆಚ್ಚು,iṣṭapaḍu / meccu
606,likelihood,noun,c1,nan,ಸಂಭವನೀಯತೆ / ಸಾಧ್ಯತೆ,saṁbhavanīyate / sādhyate
607,likely (probably),adjective,a2,nan,ಸಂಭವನೀಯ / ಸಾಧ್ಯ,saṁbhavanīya / sādhya
608,likewise (the same to you),adverb,b2,nan,ಹಾಗೆಯೇ / ಅದೇ ರೀತಿ / ನಿಮಗೂ ಸಹ,hāgeyē / adē rīti / nimagū saha
