english_word,word_class,kannada_translation,transliteration,verb_transitivity,level
"bent (corrupt, dishonest)",adjective,ಭ್ರಷ್ಟ / ಅಪ್ರಾಮಾಣಿಕ,bhraṣṭa / aprāmāṇika,,b2
"bent (determined, intent)",adjective,ದೃಢ ಸಂಕಲ್ಪದ / ನಿರ್ಧಾರಿತ,dr̥ḍha saṁkalpada / nirdhārita,,b2
beside,preposition,ಪಕ್ಕದಲ್ಲಿ / ಹತ್ತಿರ / ಬಳಿ,pakkadalli / hattira / baḷi,,b2
"besides (except for, other than)",adverb,ಹೊರತು / ಅದರ ಹೊರತಾಗಿ / ಬಿಟ್ಟು,horatu / adara horatāgi / biṭṭu,,b2
besides (furthermore),adverb,ಮೇಲಾಗಿ / ಅಲ್ಲದೆ / ಮತ್ತೂ,mēlāgi / allade / mattū,,b2
besides (in addition to),preposition,ಇದರ ಜೊತೆಗೆ / ಜೊತೆಗೆ,idara jotege / jotege,,b2
"besides (moreover, in addition)",adverb,ಇದಲ್ಲದೆ / ಮೇಲಾಗಿ / ಅಲ್ಲದೆ,idallade / mēlāgi / allade,,b2
bet,noun,ಪಣ / ಬೆಟ್,paṇa / beṭ,,b2
beyond (after a specific time),preposition,ನಂತರ / ಆಮೇಲೆ,naṁtara / āmēle,,b2
beyond (exceeding a limit or ability),preposition,ಮೀರಿ / ದಾಟಿ,mīri / dāṭi,,b2
beyond (exceeding limits),adverb,ಮೀರಿ / ದಾಟಿ,mīri / dāṭi,,b2
beyond (spatial location),adverb,ಆಚೆ / ಅತ್ತ,āce / atta,,b2
bias (diagonal direction),noun,ಓರೆ / ವಕ್ರತೆ,ōre / vakrate,,b2
bid (attempt),noun,ಪ್ರಯತ್ನ / ಯತ್ನ,prayatna / yatna,,b2
bid (offer price),noun,ಪ್ರಸ್ತಾವ / ಬೋಲಿ / ಪ್ರಸ್ತಾಪ,prastāva / bōli / prastāpa,,b2
biological (parent),adjective,ಜೈವಿಕ / ಜನಕ,jaivika / janaka,,b2
biological (parentage),adjective,ಜೈವಿಕ / ರಕ್ತಸಂಬಂಧಿ,jaivika / raktasaṁbaṁdhi,,b2
biological (related to biology),adjective,ಜೈವಿಕ / ಜೀವಶಾಸ್ತ್ರೀಯ,jaivika / jīvaśāstrīya,,b2
bitter (emotion),adjective,ಕಹಿಯಾದ,kahiyāda,,b2
"blame (accusation, charge)",noun,ಆರೋಪ / ದೋಷ,ārōpa / dōṣa,,b2
"blanket (thick layer, covering)",noun,ದಟ್ಟವಾದ ಪದರ / ಆವರಣ,daṭṭavāda padara / āvaraṇa,,b2
"blind (unquestioning, unaware)",adjective,ಕುರುಡು / ಅಂಧ / ಅಜ್ಞಾನಿ / ವಿವೇಚನಾರಹಿತ,kuruḍu / aṁdha / ajñāni / vivēcanārahita,,b2
blow (setback or shock),noun,ಆಘಾತ / ಹಿನ್ನಡೆ / ದುರದೃಷ್ಟ,āghāta / hinnaḍe / duradr̥ṣṭa,,b2
blow (strike),noun,ಪೆಟ್ಟು / ಹೊಡೆತ / ಪ್ರಹಾರ,peṭṭu / hoḍeta / prahāra,,b2
bold (courageous),adjective,ಧೈರ್ಯಶಾಲಿ / ಧೀರ / ಸಾಹಸಿ / ನಿರ್ಭೀತ,dhairyaśāli / dhīra / sāhasi / nirbhīta,,b2
bold (striking appearance),adjective,ಎದ್ದುಕಾಣುವ / ಆಕರ್ಷಕ / ಗಮನ ಸೆಳೆಯುವ,eddukāṇuva / ākarṣaka / gamana seḷeyuva,,b2
bold (typeface),adjective,ದಪ್ಪ / ದಪ್ಪ ಅಕ್ಷರದ,dappa / dappa akṣarada,,b2
bombing,noun,ಬಾಂಬ್ ದಾಳಿ / ಬಾಂಬ್ ಸ್ಫೋಟ,bāṁb dāḷi / bāṁb sphōṭa,,b2
bond (financial instrument),noun,ಋಣಪತ್ರ / ಬಾಂಡ್,r̥ṇapatra / bāṁḍ,,b2
bond (relationship),noun,ಬಾಂಧವ್ಯ / ಸಂಬಂಧ / ಬಂಧ / ಅನುಬಂಧ,bāṁdhavya / saṁbaṁdha / baṁdha / anubaṁdha,,b2
"booking (reprimand, caution)",noun,ದಾಖಲಾದ ಎಚ್ಚರಿಕೆ / ಎಚ್ಚರಿಕೆ / ತಿರಸ್ಕಾರ,dākhalāda eccarike / eccarike / tiraskāra,,b2
boost (act of lifting or helping),noun,ಸಹಾಯ / ನೆರವು / ಬೆಂಬಲ,sahāya / neravu / beṁbala,,b2
"boost (increase in sales, figures)",noun,ಹೆಚ್ಚಳ / ವೃದ್ಧಿ / ಏರಿಕೆ,heccaḷa / vr̥ddhi / ērike,,b2
boost (increase or improvement),noun,ಉತ್ತೇಜನ / ಪ್ರೋತ್ಸಾಹ / ಸುಧಾರಣೆ,uttējana / prōtsāha / sudhāraṇe,,b2
boost (morale),noun,ಹುರಿದುಂಬಿಸುವಿಕೆ / ಪ್ರೋತ್ಸಾಹ / ಮನೋಬಲ ಹೆಚ್ಚಳ,huriduṁbisuvike / prōtsāha / manōbala heccaḷa,,b2
boost (physical lift),noun,ಮೇಲಕ್ಕೆ ಎತ್ತುವಿಕೆ / ಎತ್ತುವಿಕೆ,mēlakke ettuvike / ettuvike,,b2
bound (headed toward),adjective,ಕಡೆಗೆ ಹೋಗುತ್ತಿರುವ / ಸಾಗುತ್ತಿರುವ / ಮುನ್ನಡೆಯುತ್ತಿರುವ,kaḍege hōguttiruva / sāguttiruva / munnaḍeyuttiruva,,b2
bound (obligated),adjective,ಬಾಧ್ಯಸ್ಥ / ಬದ್ಧ / ನಿರ್ಬಂಧಿತ,bādhyastha / baddha / nirbaṁdhita,,b2
"breast (anatomical, colloquial)",noun,ಮೊಲೆ,mole,,b2
"breast (anatomical, standard)",noun,ಸ್ತನ / ಎದೆ,stana / ede,,b2
breast (meat cut),noun,ಎದೆ ಭಾಗ / ಎದೆ ಮಾಂಸ,ede bhāga / ede māṁsa,,b2
brick (inoperable electronic device),noun,ನಿರುಪಯುಕ್ತವಾದ ಎಲೆಕ್ಟ್ರಾನಿಕ್ ಸಾಧನ,nirupayuktavāda elekṭrānik sādhana,,b2
"bride (formal, literary)",noun,ವಧು / ಮದುಮಗಳು,vadhu / madumagaḷu,,b2
brief (concise),adjective,ಸಂಕ್ಷಿಪ್ತ / ಚುಟುಕು,saṁkṣipta / cuṭuku,,b2
brief (short duration),adjective,ಅಲ್ಪಾವಧಿಯ / ಕಡಿಮೆ ಅವಧಿಯ,alpāvadhiya / kaḍime avadhiya,,b2
briefly (for a short time),adverb,ಸ್ವಲ್ಪ ಸಮಯದವರೆಗೆ / ಅಲ್ಪಾವಧಿಗೆ / ಸ್ವಲ್ಪ ಹೊತ್ತು,svalpa samayadavarege / alpāvadhige / svalpa hottu,,b2
briefly (in short; concisely),adverb,ಸಂಕ್ಷಿಪ್ತವಾಗಿ / ಸಂಕ್ಷೇಪವಾಗಿ / ಸಾರಾಂಶವಾಗಿ,saṁkṣiptavāgi / saṁkṣēpavāgi / sārāṁśavāgi,,b2
"broad (general, scope)",adjective,ವ್ಯಾಪಕವಾದ / ವಿಸ್ತಾರವಾದ / ಸಾರ್ವತ್ರಿಕವಾದ,vyāpakavāda / vistāravāda / sārvatrikavāda,,b2
"broad (wide, physical)",adjective,ಅಗಲವಾದ / ವಿಶಾಲವಾದ / ವಿಸ್ತಾರವಾದ,agalavāda / viśālavāda / vistāravāda,,b2
"broadcaster (company, entity)",noun,ಪ್ರಸಾರ ಸಂಸ್ಥೆ / ಪ್ರಸಾರ ಕೇಂದ್ರ,prasāra saṁsthe / prasāra kēṁdra,,b2
broadcaster (person),noun,ನಿರೂಪಕ / ಪ್ರಸಾರಕ / ಘೋಷಕ,nirūpaka / prasāraka / ghōṣaka,,b2
broadly (generally speaking),adverb,ಸಾಮಾನ್ಯವಾಗಿ / ಸ್ಥೂಲವಾಗಿ / ಸಾಮಾನ್ಯಾರ್ಥದಲ್ಲಿ,sāmānyavāgi / sthūlavāgi / sāmānyārthadalli,,b2
broadly (widely),adverb,ವ್ಯಾಪಕವಾಗಿ / ವಿಸ್ತಾರವಾಗಿ / ಅಗಲವಾಗಿ,vyāpakavāgi / vistāravāgi / agalavāgi,,b2
budget,noun,ಬಜೆಟ್ / ಆಯವ್ಯಯ / ವೆಚ್ಚದ ಅಂದಾಜು,bajeṭ / āyavyaya / veccada aṁdāju,,b2
bug (illness),noun,ಸೋಂಕು / ರೋಗ / ವ್ಯಾಧಿ,sōṁku / rōga / vyādhi,,b2
bug (software error),noun,ದೋಷ / ತಪ್ಪು / ಲೋಪ,dōṣa / tappu / lōpa,,b2
bullet (typographical mark),noun,ಬುಲೆಟ್ ಗುರುತು / ಚುಕ್ಕೆ,buleṭ gurutu / cukke,,b2
"bunch (a lot of ,  many - informal)",noun,ಬಹಳಷ್ಟು / ಹೆಚ್ಚು / ಸಾಕಷ್ಟು,bahaḷaṣṭu / heccu / sākaṣṭu,,b2
"bunch (cluster of grapes, keys, or flowers)",noun,ಗೊಂಚಲು / ಗುಚ್ಛ,goṁcalu / guccha,,b2
burn,noun,ದಹನ / ಸುಡುವಿಕೆ,dahana / suḍuvike,,b2
burn (injury),noun,ಸುಟ್ಟ ಗಾಯ,suṭṭa gāya,,b2
bush (mechanical part),noun,ಬುಷ್ / ಆಧಾರಕ,buṣ / ādhāraka,,b2
"but (conjunction, contrast)",preposition,ಆದರೆ / ಆದರೂ / ಆದಾಗ್ಯೂ,ādare / ādarū / ādāgyū,,b2
but (except),preposition,ಹೊರತು / ಅಲ್ಲದೆ,horatu / allade,,b2
"cabin (aircraft, ship compartment)",noun,ಕ್ಯಾಬಿನ್ / ಕೋಣೆ,kyābin / kōṇe,,b2
"cabin (small dwelling, hut)",noun,ಗುಡಿಸಲು / ಚಿಕ್ಕ ಮನೆ,guḍisalu / cikka mane,,b2
"cable (structural rope, hawser)",noun,ಕೇಬಲ್ / ಹಗ್ಗ,kēbal / hagga,,b2
canal (anatomical channel),noun,ನಾಳ / ಮಾರ್ಗ,nāḷa / mārga,,b2
Cancer (zodiac sign),noun,ಕರ್ಕಾಟಕ,karkāṭaka,,b2
candle,noun,ಮೇಣದ ಬತ್ತಿ,mēṇada batti,,b2
capable,adjective,ಸಮರ್ಥ / ಶಕ್ತ / ಸಾಮರ್ಥ್ಯವುಳ್ಳ,samartha / śakta / sāmarthyavuḷḷa,,b2
"capacity (role, function)",noun,ಪಾತ್ರ / ಸ್ಥಾನ / ಹೊಣೆಗಾರಿಕೆ,pātra / sthāna / hoṇegārike,,b2
capture (recording or depiction),noun,ದಾಖಲೆ / ದಾಖಲೀಕರಣ / ಚಿತ್ರೀಕರಣ,dākhale / dākhalīkaraṇa / citrīkaraṇa,,b2
capture (seizure or arrest),noun,ಸೆರೆಹಿಡಿಯುವಿಕೆ / ಬಂಧನ / ವಶಪಡಿಸಿಕೊಳ್ಳುವಿಕೆ,serehiḍiyuvike / baṁdhana / vaśapaḍisikoḷḷuvike,,b2
carbon,noun,ಇಂಗಾಲ,iṁgāla,,b2
cast (actors),noun,ಪಾತ್ರವರ್ಗ / ನಟವರ್ಗ / ಕಲಾವಿದರು,pātravarga / naṭavarga / kalāvidaru,,b2
cast (medical),noun,ಪ್ಲಾಸ್ಟರ್,plāsṭar,,b2
"casual (accidental, chance)",adjective,ಆಕಸ್ಮಿಕ / ಅನಿರೀಕ್ಷಿತ / ಯಾದೃಚ್ಛಿಕ,ākasmika / anirīkṣita / yādr̥cchika,,b2
"casual (informal, relaxed)",adjective,ಅನೌಪಚಾರಿಕ / ಸಾಧಾರಣ / ಸರಳ,anaupacārika / sādhāraṇa / saraḷa,,b2
"casual (temporary, non-permanent)",adjective,ತಾತ್ಕಾಲಿಕ / ಅಲ್ಪಾವಧಿ / ಹಂಗಾಮಿ,tātkālika / alpāvadhi / haṁgāmi,,b2
cat litter,noun,ಬೆಕ್ಕುಗಳ ತ್ಯಾಜ್ಯ ಸಾಮಗ್ರಿ / ಕ್ಯಾಟ್ ಲಿಟರ್,bekkugaḷa tyājya sāmagri / kyāṭ liṭar,,b2
"catch (fastener, latch)",noun,ಚಿಲಕ / ಕೊಂಡಿ,cilaka / koṁḍi,,b2
"catch (hidden problem, stipulation)",noun,ತೊಂದರೆ / ಅಡಚಣೆ / ಷರತ್ತು,toṁdare / aḍacaṇe / ṣarattu,,b2
ceiling (upper limit),noun,ಗರಿಷ್ಠ ಮಿತಿ / ಪರಮಾವಧಿ,gariṣṭha miti / paramāvadhi,,b2
"cell (biological, technical)",noun,ಕೋಶ / ಜೀವಕೋಶ,kōśa / jīvakōśa,,b2
cell (prison room),noun,ಸೆರೆಮನೆ ಕೋಣೆ / ಬಂದೀಖಾನೆ,seremane kōṇe / baṁdīkhāne,,b2
certainty,noun,ಖಚಿತತೆ / ನಿಶ್ಚಿತತೆ / ದೃಢತೆ,khacitate / niścitate / dr̥ḍhate,,b2
certificate,noun,ಪ್ರಮಾಣಪತ್ರ / ಸರ್ಟಿಫಿಕೇಟ್,pramāṇapatra / sarṭiphikēṭ,,b2
chair (committee head),noun,ಅಧ್ಯಕ್ಷ / ಅಧ್ಯಕ್ಷೆ / ಅಧ್ಯಕ್ಷರು,adhyakṣa / adhyakṣe / adhyakṣaru,,b2
chairperson,noun,ಅಧ್ಯಕ್ಷ / ಅಧ್ಯಕ್ಷೆ / ಅಧ್ಯಕ್ಷರು,adhyakṣa / adhyakṣe / adhyakṣaru,,b2
challenge (formal objection),noun,ಆಕ್ಷೇಪಣೆ / ಸವಾಲು,ākṣēpaṇe / savālu,,b2
challenging (demanding effort),adjective,ಸವಾಲಿನ / ಶ್ರಮದಾಯಕ / ಕಷ್ಟಕರ,savālina / śramadāyaka / kaṣṭakara,,b2
challenging (very difficult),adjective,ಕಷ್ಟಕರ / ಸವಾಲಿನ,kaṣṭakara / savālina,,b2
championship (the event),noun,ಚಾಂಪಿಯನ್‌ಶಿಪ್ / ಪ್ರಶಸ್ತಿ ಸುತ್ತು / ಪಂದ್ಯಾವಳಿ,cāṁpiyanśip / praśasti suttu / paṁdyāvaḷi,,b2
"chaos, turmoil",noun,ಗೊಂದಲ / ಅವ್ಯವಸ್ಥೆ / ಕೋಲಾಹಲ,goṁdala / avyavasthe / kōlāhala,,b2
characteristic,noun,ಗುಣಲಕ್ಷಣ / ವೈಶಿಷ್ಟ್ಯ / ಲಕ್ಷಣ,guṇalakṣaṇa / vaiśiṣṭya / lakṣaṇa,,b2
characteristic (quality or feature),adjective,ವಿಶಿಷ್ಟ / ಲಕ್ಷಣಯುತ,viśiṣṭa / lakṣaṇayuta,,b2
charming (aesthetically pleasing),adjective,ಮೋಹಕವಾದ / ಆಕರ್ಷಕವಾದ / ಸುಂದರವಾದ,mōhakavāda / ākarṣakavāda / suṁdaravāda,,b2
charming (person: skillful in manner),adjective,ಆಕರ್ಷಕವಾದ / ಮನಮೋಹಕವಾದ / ಸೌಮ್ಯವಾದ,ākarṣakavāda / manamōhakavāda / saumyavāda,,b2
chase,noun,ಬೆನ್ನಟ್ಟುವಿಕೆ / ಅನುಸರಣೆ,bennaṭṭuvike / anusaraṇe,,b2
cheek (impudence),noun,ಧೃಷ್ಟತೆ / ಅಹಂಕಾರ / ಉದ್ಧಟತನ,dhr̥ṣṭate / ahaṁkāra / uddhaṭatana,,b2
"cheer (good spirits, happiness)",noun,ಸಂತೋಷ / ಹರ್ಷ / ಉಲ್ಲಾಸ,saṁtōṣa / harṣa / ullāsa,,b2
cheer (shout of approval),noun,ಉತ್ಸಾಹ ಧ್ವನಿ / ಜಯಘೋಷ / ಹರ್ಷೋದ್ಗಾರ,utsāha dhvani / jayaghōṣa / harṣōdgāra,,b2
chief,noun,ಮುಖ್ಯಸ್ಥ / ಪ್ರಮುಖ / ನಾಯಕ / ಅಧಿಪತಿ,mukhyastha / pramukha / nāyaka / adhipati,,b2
chief (highest in rank),adjective,ಪ್ರಧಾನ / ಮುಖ್ಯ / ಅಗ್ರಗಣ್ಯ,pradhāna / mukhya / agragaṇya,,b2
"chief (main, principal)",adjective,ಮುಖ್ಯ / ಪ್ರಧಾನ / ಪ್ರಮುಖ,mukhya / pradhāna / pramukha,,b2
choir (architectural section),noun,ಗಾಯಕರ ಪ್ರದೇಶ / ಗಾಯನ ವಿಭಾಗ,gāyakara pradēśa / gāyana vibhāga,,b2
circuit (electrical),noun,ವಿದ್ಯುನ್ಮಂಡಲ / ಸರ್ಕ್ಯೂಟ್,vidyunmaṁḍala / sarkyūṭ,,b2
"circuit (route, tour)",noun,ಆವರ್ತ / ಸುತ್ತು / ಪ್ರವಾಸ,āvarta / suttu / pravāsa,,b2
circumstance,noun,ಪರಿಸ್ಥಿತಿ / ಸಂದರ್ಭ / ಸ್ಥಿತಿ,paristhiti / saṁdarbha / sthiti,,b2
citizen (national of a country),noun,ನಾಗರಿಕ / ಪ್ರಜೆ,nāgarika / praje,,b2
"citizen (of a city, town, municipal focus)",noun,ಪೌರ / ನಗರವಾಸಿ / ನಾಗರಿಕ,paura / nagaravāsi / nāgarika,,b2
civil (legal context),adjective,ದೀವಾಣಿ / ಸಿವಿಲ್,dīvāṇi / sivil,,b2
civil (polite behavior),adjective,ಸಭ್ಯ / ವಿನಯಶೀಲ,sabhya / vinayaśīla,,b2
"civil (relating to citizens, non-military)",adjective,ನಾಗರಿಕ,nāgarika,,b2
civilization,noun,ನಾಗರಿಕತೆ / ಸಂಸ್ಕೃತಿ,nāgarikate / saṁskr̥ti,,b2
classic (literary or artistic work),noun,ಶ್ರೇಷ್ಠ ಕೃತಿ / ಮೇರುಕೃತಿ,śrēṣṭha kr̥ti / mērukr̥ti,,b2
classic (relating to antiquity or formal study),adjective,ಶಾಸ್ತ್ರೀಯ / ಪ್ರಾಚೀನ,śāstrīya / prācīna,,b2
"classic (standard-setting, high quality)",adjective,ಶ್ರೇಷ್ಠ / ಉತ್ಕೃಷ್ಟ / ಮಾದರಿ,śrēṣṭha / utkr̥ṣṭa / mādari,,b2
classic (timeless style or item),noun,ಕ್ಲಾಸಿಕ್ / ಶಾಶ್ವತ ಶೈಲಿ,klāsik / śāśvata śaili,,b2
"clerk (general, older term)",noun,ಗುಮಾಸ್ತ / ಕಚೇರಿ ಸಹಾಯಕ,gumāsta / kacēri sahāyaka,,b2
clerk (government administrative role),noun,ಗುಮಾಸ್ತ / ಕಾರಕೂನ,gumāsta / kārakūna,,b2
cliff,noun,ಕಡಿದಾದ ಬಂಡೆ / ಪ್ರಪಾತ,kaḍidāda baṁḍe / prapāta,,b2
clinic,noun,ಕ್ಲಿನಿಕ್ / ಚಿಕಿತ್ಸಾಲಯ / ವೈದ್ಯಕೀಯ ಕೇಂದ್ರ,klinik / cikitsālaya / vaidyakīya kēṁdra,,b2
clip (ammunition holder),noun,ಮದ್ದುಗುಂಡು ಪಟ್ಟಿ / ಕ್ಲಿಪ್,madduguṁḍu paṭṭi / klip,,b2
"clip (of video, audio)",noun,ಕ್ಲಿಪ್ / ತುಣುಕು / ಭಾಗ,klip / tuṇuku / bhāga,,b2
close,noun,ಅಂತ್ಯ / ಮುಕ್ತಾಯ / ಸಮಾಪ್ತಿ,aṁtya / muktāya / samāpti,,b2
closely (attentively),adverb,ಸೂಕ್ಷ್ಮವಾಗಿ / ಗಮನವಿಟ್ಟು,sūkṣmavāgi / gamanaviṭṭu,,b2
"closely (in relationship, linking)",adverb,ನಿಕಟವಾಗಿ / ಹತ್ತಿರವಾಗಿ,nikaṭavāgi / hattiravāgi,,b2
clumsy (person),adjective,ಎಡವಟ್ಟಿನ / ದಡ್ಡ / ಅಸಮರ್ಥ,eḍavaṭṭina / daḍḍa / asamartha,,b2
coincidence,noun,ಕಾಕತಾಳೀಯ / ಆಕಸ್ಮಿಕ,kākatāḷīya / ākasmika,,b2
collapse,noun,ಕುಸಿತ / ಪತನ,kusita / patana,,b2
"collapse (market, health)",noun,ಕುಸಿತ / ಪತನ / ಅಧಃಪತನ,kusita / patana / adhaḥpatana,,b2
"collapse (market, health, system)",noun,ಪತನ / ಕುಸಿತ / ಅಧಃಪತನ,patana / kusita / adhaḥpatana,,b2
collapse (physical structure),noun,ಕುಸಿತ / ಬಿದ್ದುಹೋಗುವಿಕೆ,kusita / bidduhōguvike,,b2
collector (District Administrative Officer),noun,ಜಿಲ್ಲಾಧಿಕಾರಿ,jillādhikāri,,b2
"collector (of stamps, items, etc.)",noun,ಸಂಗ್ರಾಹಕ / ಸಂಗ್ರಹಕಾರ,saṁgrāhaka / saṁgrahakāra,,b2
colony (political state),noun,ವಸಾಹತು / ಅಧೀನ ರಾಜ್ಯ,vasāhatu / adhīna rājya,,b2
colony (residential area),noun,ಕಾಲೋನಿ / ಬಡಾವಣೆ,kālōni / baḍāvaṇe,,b2
"colourful (vivid, dramatic)",adjective,ವರ್ಣರಂಜಿತ / ಬಣ್ಣಬಣ್ಣದ / ರೋಚಕ,varṇaraṁjita / baṇṇabaṇṇada / rōcaka,,b2
combination (code or sequence),noun,ಸಂಯೋಜನೆ / ಕೂಡಿಕೆ,saṁyōjane / kūḍike,,b2
"comfort (solace, consolation)",noun,ಸಮಾಧಾನ / ಸಾಂತ್ವನ,samādhāna / sāṁtvana,,b2
"comfort (state of ease, luxury)",noun,ಆರಾಮ / ಸುಖ,ārāma / sukha,,b2
comic,adjective,ಹಾಸ್ಯಮಯ / ತಮಾಷೆಯ / ವಿನೋದಮಯ,hāsyamaya / tamāṣeya / vinōdamaya,,b2
"comic (book, magazine)",noun,ಕಾಮಿಕ್ ಪುಸ್ತಕ / ಚಿತ್ರಕಥೆ,kāmik pustaka / citrakathe,,b2
comic (comedian),noun,ಹಾಸ್ಯಗಾರ / ಹಾಸ್ಯ ಕಲಾವಿದ / ಕಾಮಿಡಿಯನ್,hāsyagāra / hāsya kalāvida / kāmiḍiyan,,b2
command (authority),noun,ನಿಯಂತ್ರಣ / ಅಧಿಕಾರ / ಆಡಳಿತ,niyaṁtraṇa / adhikāra / āḍaḷita,,b2
command (order),noun,ಆಜ್ಞೆ / ಆದೇಶ / ನಿರ್ದೇಶನ,ājñe / ādēśa / nirdēśana,,b2
commander (chief officer of a police unit or mission),noun,ಕಮಾಂಡರ್ / ದಂಡನಾಯಕ / ಮುಖ್ಯಸ್ಥ,kamāṁḍar / daṁḍanāyaka / mukhyastha,,b2
commission (official board),noun,ಆಯೋಗ / ಮಂಡಳಿ / ಸಮಿತಿ,āyōga / maṁḍaḷi / samiti,,b2
commission (payment fee),noun,ಕಮೀಷನ್ / ದಳ್ಳಾಳಿ ಶುಲ್ಕ / ಸೇವಾ ಶುಲ್ಕ,kamīṣan / daḷḷāḷi śulka / sēvā śulka,,b2
commitment (dedication),noun,ನಿಷ್ಠೆ / ಸಮರ್ಪಣೆ / ಶ್ರದ್ಧೆ,niṣṭhe / samarpaṇe / śraddhe,,b2
"commitment (obligation, duty)",noun,ಬದ್ಧತೆ / ಜವಾಬ್ದಾರಿ / ಕರ್ತವ್ಯ,baddhate / javābdāri / kartavya,,b2
committee,noun,ಸಮಿತಿ / ಮಂಡಳಿ / ಪರಿಷತ್,samiti / maṁḍaḷi / pariṣat,,b2
commonly,adverb,ಸಾಮಾನ್ಯವಾಗಿ / ಸಾಧಾರಣವಾಗಿ / ಹೆಚ್ಚಾಗಿ,sāmānyavāgi / sādhāraṇavāgi / heccāgi,,b2
"comparative (relative, in degree or quality)",adjective,ಸಾಪೇಕ್ಷ / ಹೋಲಿಕೆಯ / ತುಲನಾತ್ಮಕ,sāpēkṣa / hōlikeya / tulanātmaka,,b2
completion (of a task),noun,ಮುಗಿತ / ಕಾರ್ಯಪೂರ್ಣತೆ,mugita / kāryapūrṇate,,b2
"completion (state of being full, wholeness)",noun,ಪೂರ್ಣತೆ / ಸಂಪೂರ್ಣತೆ,pūrṇate / saṁpūrṇate,,b2
"complex (buildings, area)",noun,ಸಂಕೀರ್ಣ / ಸಮುಚ್ಚಯ,saṁkīrṇa / samuccaya,,b2
complex (psychological state),noun,ಮಾನಸಿಕ ಸಂಕೀರ್ಣತೆ / ಮನೋಭಾವ,mānasika saṁkīrṇate / manōbhāva,,b2
complex (structure or system),noun,ಸಮುಚ್ಚಯ / ಸಂಯೋಜನೆ / ವ್ಯವಸ್ಥೆ,samuccaya / saṁyōjane / vyavasthe,,b2
"complicated (relationship, emotional)",adjective,ಜಟಿಲ / ಸಂಕೀರ್ಣ,jaṭila / saṁkīrṇa,,b2
component (technical unit),noun,ಘಟಕ / ಭಾಗ / ಅಂಶ,ghaṭaka / bhāga / aṁśa,,b2
composer,noun,ಸಂಯೋಜಕ / ರಚನಕಾರ / ಸಂಗೀತಗಾರ,saṁyōjaka / racanakāra / saṁgītagāra,,b2
compound (enclosed area),noun,ಆವರಣ / ಕಾಂಪೌಂಡ್ / ಸುತ್ತಳತೆ,āvaraṇa / kāṁpauṁḍ / suttaḷate,,b2
compound (substance),noun,ಸಂಯುಕ್ತ,saṁyukta,,b2
comprehensive,adjective,ಸಮಗ್ರ / ವ್ಯಾಪಕ / ಪರಿಪೂರ್ಣ,samagra / vyāpaka / paripūrṇa,,b2
compulsory,adjective,ಕಡ್ಡಾಯ / ಅನಿವಾರ್ಯ / ನಿರ್ಬಂಧಿತ,kaḍḍāya / anivārya / nirbaṁdhita,,b2
"concentration (density, chemical strength)",noun,ಸಾಂದ್ರತೆ / ಗಾಢತೆ,sāṁdrate / gāḍhate,,b2
concentration (mental focus),noun,ಏಕಾಗ್ರತೆ / ಗಮನ,ēkāgrate / gamana,,b2
concept (general idea),noun,ಕಲ್ಪನೆ / ಭಾವನೆ,kalpane / bhāvane,,b2
concept (theoretical framework),noun,ಪರಿಕಲ್ಪನೆ / ಸಿದ್ಧಾಂತ,parikalpane / siddhāṁta,,b2
concern (issue or responsibility),noun,ವಿಷಯ / ಪ್ರಕರಣ / ಜವಾಬ್ದಾರಿ,viṣaya / prakaraṇa / javābdāri,,b2
concern (worry or anxiety),noun,ಚಿಂತೆ / ಆತಂಕ / ಕಳವಳ,ciṁte / ātaṁka / kaḷavaḷa,,b2
concerned (anxious),adjective,ಆತಂಕಿತ / ಭಯಭೀತ,ātaṁkita / bhayabhīta,,b2
concerned (relevant),adjective,ಸಂಬಂಧಪಟ್ಟ / ಅನ್ವಯಿಸುವ,saṁbaṁdhapaṭṭa / anvayisuva,,b2
concerned (worried),adjective,ಚಿಂತಿತ / ಕಳವಳಗೊಂಡ,ciṁtita / kaḷavaḷagoṁḍa,,b2
conclusion (of a finding),noun,ತೀರ್ಮಾನ / ನಿರ್ಣಯ,tīrmāna / nirṇaya,,b2
concrete (evidence),noun,ಸ್ಪಷ್ಟ ಪುರಾವೆ / ಖಚಿತ ಪುರಾವೆ / ಮೂರ್ತ ಸಾಕ್ಷ್ಯ,spaṣṭa purāve / khacita purāve / mūrta sākṣya,,b2
concrete (material),adjective,ಕಾಂಕ್ರೀಟ್,kāṁkrīṭ,,b2
"concrete (specific, tangible)",noun,ವಾಸ್ತವ / ಮೂರ್ತ ವಿಷಯ,vāstava / mūrta viṣaya,,b2
concrete (tangible),adjective,ಮೂರ್ತ / ನಿರ್ದಿಷ್ಟ / ವಾಸ್ತವಿಕ / ಸ್ಪಷ್ಟ,mūrta / nirdiṣṭa / vāstavika / spaṣṭa,,b2
conduct (behavior),noun,ನಡತೆ / ವರ್ತನೆ / ಚರ್ಯೆ,naḍate / vartane / carye,,b2
conduct (management),noun,ನಿರ್ವಹಣೆ / ನಡೆಸುವಿಕೆ / ಸಂಚಾಲನೆ,nirvahaṇe / naḍesuvike / saṁcālane,,b2
confidence (confidential information),noun,ಗೋಪ್ಯ ಮಾಹಿತಿ / ರಹಸ್ಯ / ಗೋಪ್ಯತೆ,gōpya māhiti / rahasya / gōpyate,,b2
